,COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
218,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,40 à 44 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
219,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,35 à 39 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
220,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
224,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
225,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,60 à 64 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
226,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",40 à 44 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
227,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
229,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,45 à 49 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
230,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",55 à 59 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
233,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",45 à 49 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
234,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
238,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",65 à 69 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
239,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",25 à 29 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
242,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,40 à 44 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
243,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",35 à 39 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
247,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",50 à 54 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
250,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",60 à 64 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
252,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",30 à 34 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
254,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",35 à 39 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
255,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,50 à 54 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
256,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",55 à 59 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
257,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",30 à 34 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
262,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,15 à 19 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
264,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
265,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",20 à 24 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
266,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",60 à 64 ans,5.56,Réside dans une commune urbaine et travaille dans la même commune
270,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,30 à 34 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
273,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",60 à 64 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
274,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",40 à 44 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
279,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",60 à 64 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
296,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",30 à 34 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
301,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",45 à 49 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
302,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),30 à 34 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
303,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",15 à 19 ans,1.29,Réside dans une commune urbaine et travaille dans la même commune
304,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),40 à 44 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
305,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",20 à 24 ans,1.2,Réside dans une commune urbaine et travaille dans la même commune
306,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",60 à 64 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
307,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",15 à 19 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
309,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",35 à 39 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
310,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,25 à 29 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
311,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",45 à 49 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
312,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",35 à 39 ans,1.2,Réside dans une commune urbaine et travaille dans la même commune
316,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",20 à 24 ans,1.41,Réside dans une commune urbaine et travaille dans la même commune
317,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Transports en commun,15 à 19 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
318,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",25 à 29 ans,1.41,Réside dans une commune urbaine et travaille dans la même commune
319,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",50 à 54 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
320,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",25 à 29 ans,4.79,Réside dans une commune urbaine et travaille dans la même commune
321,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",40 à 44 ans,4.79,Réside dans une commune urbaine et travaille dans la même commune
322,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",55 à 59 ans,4.79,Réside dans une commune urbaine et travaille dans la même commune
324,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",25 à 29 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
325,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",30 à 34 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
326,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",45 à 49 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
327,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),20 à 24 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
328,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",55 à 59 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
332,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",25 à 29 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
335,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),35 à 39 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
336,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",15 à 19 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
338,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",30 à 34 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
341,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Transports en commun,35 à 39 ans,4.09,Réside dans une commune urbaine et travaille dans la même commune
344,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",50 à 54 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
351,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),50 à 54 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
353,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),30 à 34 ans,4.4,Réside dans une commune urbaine et travaille dans la même commune
354,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",55 à 59 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
355,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",50 à 54 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
356,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),55 à 59 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
357,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",60 à 64 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
360,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",30 à 34 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
361,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
363,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",55 à 59 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
364,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",20 à 24 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
365,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",65 à 69 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
367,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",50 à 54 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
370,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",45 à 49 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
371,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,55 à 59 ans,4.09,Réside dans une commune urbaine et travaille dans la même commune
373,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",40 à 44 ans,1.2,Réside dans une commune urbaine et travaille dans la même commune
375,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,30 à 34 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
376,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",35 à 39 ans,4.09,Réside dans une commune urbaine et travaille dans la même commune
381,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Vélo (y compris à assistance électrique),35 à 39 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
384,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,25 à 29 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
386,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",60 à 64 ans,1.24,Réside dans une commune urbaine et travaille dans la même commune
387,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,30 à 34 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
388,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",35 à 39 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
389,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",20 à 24 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
390,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",20 à 24 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
392,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",15 à 19 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
398,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,50 à 54 ans,4.21,Réside dans une commune urbaine et travaille dans la même commune
402,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,45 à 49 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
411,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Voiture, camion, fourgonnette",25 à 29 ans,4.09,Réside dans une commune urbaine et travaille dans la même commune
415,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,55 à 59 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
416,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),"Marche à pied (ou rollers, patinette)",55 à 59 ans,1.2,Réside dans une commune urbaine et travaille dans la même commune
417,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,20 à 24 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
419,Ambérieu-en-Bugey (01004),Ambérieu-en-Bugey (01004),Pas de transport,35 à 39 ans,5.0,Réside dans une commune urbaine et travaille dans la même commune
